24.400000,89.710000,3.600000,1009.000000
24.200000,90.790000,2.200000,1008.000000
23.500000,92.990000,2.500000,1008.000000
22.700000,97.010000,8.600000,1009.000000
22.700000,97.600000,9.700000,1010.000000
22.900000,97.600000,9.000000,1011.000000
23.400000,95.270000,6.800000,1011.000000
24.300000,89.700000,4.000000,1012.000000
25.200000,85.010000,5.000000,1012.000000
27.200000,75.530000,5.000000,1012.000000
27.800000,71.170000,5.000000,1011.000000
27.600000,72.440000,7.900000,1010.000000
26.500000,78.700000,10.100000,1009.000000
26.000000,80.080000,7.900000,1009.000000
25.900000,81.050000,6.800000,1008.000000
25.100000,85.000000,5.400000,1009.000000
24.300000,85.430000,4.000000,1009.000000
24.300000,82.860000,4.000000,1010.000000
24.100000,82.330000,5.000000,1010.000000
23.400000,85.340000,5.800000,1011.000000
23.200000,85.850000,4.700000,1011.000000
23.100000,86.370000,4.300000,1011.000000
22.700000,86.870000,6.100000,1011.000000
22.500000,87.930000,8.300000,1010.000000
22.400000,87.920000,8.600000,1010.000000
22.200000,88.450000,7.200000,1010.000000
22.100000,89.540000,6.100000,1009.000000
22.000000,90.650000,5.800000,1010.000000
22.000000,91.210000,5.800000,1010.000000
22.500000,91.240000,5.800000,1011.000000
23.800000,86.970000,5.800000,1012.000000
25.300000,80.970000,6.500000,1012.000000
26.600000,76.360000,6.800000,1012.000000
27.700000,72.460000,7.200000,1012.000000
28.600000,68.760000,7.200000,1011.000000
29.300000,65.230000,6.800000,1009.000000
29.800000,63.370000,6.800000,1008.000000
30.000000,62.650000,6.500000,1007.000000
30.000000,63.420000,6.500000,1007.000000
29.500000,67.280000,4.700000,1008.000000
27.700000,71.150000,3.600000,1008.000000
26.500000,72.250000,6.800000,1009.000000
25.700000,76.690000,9.000000,1010.000000
25.200000,79.980000,10.400000,1011.000000
24.600000,83.400000,9.700000,1011.000000
23.800000,88.580000,8.600000,1011.000000
28.833333,92.666667,23.413333,977.846667
28.750000,43.983333,15.621667,1004.893333
28.966667,67.233333,5.428333,990.060000
29.666667,83.066667,9.923333,1017.441667
29.450000,83.650000,29.451667,979.840000
29.300000,83.500000,13.281667,979.816667
29.450000,84.650000,11.183333,979.798333
30.283333,82.416667,7.296667,979.790000
30.666667,79.566667,21.211667,979.746667
30.350000,81.316667,0.471667,979.780000
30.033333,82.933333,8.765000,979.773333
29.466667,81.716667,33.386667,979.740000
29.100000,83.966667,15.488333,979.710000
30.100000,82.733333,7.033333,979.626667
32.100000,79.850000,3.150000,979.558333
31.883333,79.066667,5.408333,979.515000
32.283333,81.500000,4.095000,979.488333
32.000000,77.733333,1.680000,979.471667
32.016667,79.683333,9.763333,979.455000
30.466667,78.300000,13.753333,980.065000
29.200000,80.883333,16.118333,980.720000
29.200000,80.416667,9.133333,980.721667
29.283333,80.300000,10.501667,980.806667
29.216667,80.833333,8.243333,980.868333
29.450000,80.633333,8.085000,980.868333
29.550000,80.100000,14.385000,980.841667
29.600000,79.883333,7.981667,980.803333
29.866667,79.466667,7.138333,980.800000
30.100000,78.416667,21.053333,980.788333
30.183333,78.183333,10.921667,980.771667
29.383333,75.566667,16.116667,980.238333
25.983333,65.116667,50.136667,977.486667
26.000000,64.183333,23.628333,977.495000
26.016667,67.250000,58.798333,977.476667
26.000000,64.183333,6.720000,977.428333
25.883333,63.733333,3.201667,977.391667
25.850000,64.400000,0.470000,977.371667
25.766667,63.833333,0.680000,977.351667
25.583333,63.833333,0.943333,977.338333
25.500000,65.616667,1.365000,977.340000
25.533333,65.050000,1.416667,977.333333
25.600000,64.566667,0.941667,977.306667
25.550000,64.383333,6.088333,977.238333
25.516667,65.183333,21.733333,977.196667
25.666667,64.550000,1.628333,977.178333
25.933333,65.100000,2.520000,977.156667
26.266667,65.750000,16.275000,977.143333
26.800000,64.983333,24.886667,977.090000
27.200000,64.616667,25.568333,977.063333
27.383333,64.050000,35.281667,977.053333
27.466667,63.783333,22.050000,977.040000
27.500000,63.616667,19.476667,977.033333
27.533333,63.466667,8.033333,977.001667
28.150000,48.700000,14.445000,993.645000
